Temperature,Humidity,Rainfall,PH,Nitrogen,Phosphorous,Potassium,Carbon,Soil,Crop
24.71384065,51.29142534,194.9221468,7.238109556,63.92,94.62,145.0486,0.83,Neutral Soil,Coffee
24.38534644,64.72543073,120.5985918,7.234258375,60.49,112.89,108.09,2.49,Neutral Soil,Coffee
27.15998538,51.59100753,126.1752206,6.691541233,59.82,80.18,94.54,1.05,Neutral Soil,Coffee
26.53543168,67.09608099,120.6494434,6.809593554,61.93,135.72,124.49,1.31,Loamy Soil,Coffee
27.01207284,60.76645256,191.4508931,6.485761419,67.46,65.45,89.64,1.94,Acidic Soil,Coffee
27.55906475,58.45742907,120.5985918,6.784460602,60.56,111.36,112.96,0.83,Loamy Soil,Coffee
23.32293161,53.00366334,168.2644287,7.167092586,61.56,125.16,142.30369,0.87,Loamy Soil,Coffee
24.23850608,54.30329632,120.5985918,6.73410539,59.605,91.27,97.75,0.98,Loamy Soil,Coffee
23.42611644,64.10651528,122.6847408,6.779984384,60.24,117.41,114.35,1.61,Neutral Soil,Coffee
26.02241444,55.83288958,176.9020924,7.277422738,64.28,90.38,125.02,0.73,Loamy Soil,Coffee
24.83846178,56.7685316,124.4135035,7.21270048,59.75,110.07,117.99,0.62,Loamy Soil,Coffee
26.24092174,65.64381357,148.3771202,7.456646097,64.2,70.42,80.6,1.18,Neutral Soil,Coffee
24.43011925,66.02411187,181.6368274,7.231166546,66.28,115.68,144.77,1.47,Loamy Soil,Coffee
26.00373964,62.1445102,153.477776,6.559817161,63.78,72.35,86.49,1.73,Loamy Soil,Coffee
26.22367404,62.26594559,193.7461968,6.979590627,67.58,140.3331,145.92345,1.06,Neutral Soil,Coffee
27.09617155,63.55324262,190.2440566,6.779230041,67.611,116.36,145.666,1.87,Neutral Soil,Coffee
25.64004392,61.03273481,194.9221468,6.217974349,67.34,53.41,74.01,2.02,Acidic Soil,Coffee
27.58103975,54.36976075,139.8619431,7.205078785,61.72,109.53,130.93,1.23,Neutral Soil,Coffee
26.24928198,54.28617819,133.1120232,6.854011265,60.54,141.56,149.0319245,2.22,Loamy Soil,Coffee
26.67377159,52.24226285,156.1543898,6.246872394,62.09,50.81,67.65,0.57,Acidic Soil,Coffee
27.10210397,55.7497332,139.5013171,6.911066044,61.71,141.40874,141.5751,2.29,Loamy Soil,Coffee
27.58103975,61.26002598,194.9221468,6.777417989,67.611,112.57,149.0319245,1.44,Loamy Soil,Coffee
27.5364547,55.51673151,130.6377143,6.273741983,61.1,52.93,64.8635,0.64,Acidic Soil,Coffee
23.56960509,51.08826183,130.3797119,6.906124587,59.605,147.07043,140.258,0.88,Loamy Soil,Coffee
24.99451759,57.93250202,192.8736822,7.162802357,65.52,136.75,143.72024,2.04,Loamy Soil,Coffee
27.56441788,54.41094079,177.816092,6.955787351,64.82,146.11743,146.5169,0.52,Neutral Soil,Coffee
23.98143338,61.10935084,161.5279095,6.971963169,63.15,140.80902,144.79,1.51,Neutral Soil,Coffee
24.22984659,67.37768353,122.4073418,6.840927967,61.1,142.199,142.6,2,Loamy Soil,Coffee
25.60153969,68.48093882,168.8383605,6.536676653,66.49,74.46,88.59,1.41,Loamy Soil,Coffee
24.31274458,53.57285558,184.4103931,6.089443603,63.34,48.0205,67,0.53,Acidic Soil,Coffee
26.36629861,52.25738495,177.3176161,7.456460375,63.57,64.35,91.79,1.44,Loamy Soil,Coffee
26.5602777,57.1621814,152.0616227,6.759211911,62.83,101.22,124.2,0.71,Loamy Soil,Coffee
26.35034208,58.50650238,121.5586297,7.456646097,60.41,68.14,75.22,1.37,Loamy Soil,Coffee
25.20406808,57.88370456,156.1457255,6.652642579,62.66,79.99,99.94,2.42,Neutral Soil,Coffee
23.35723208,55.18792166,171.6976946,6.080823839,62.3,48.0205,64.8635,2.11,Peaty Soil,Coffee
23.60567546,59.68849145,185.1568059,6.080823839,64.49,49.34,66.67,1.96,Acidic Soil,Coffee
24.18471151,68.48093882,163.2708732,7.045543056,65.34,142.474,140.81398,0.68,Loamy Soil,Coffee
26.44414097,53.83876189,175.3723314,6.993236001,63.87,141.597,140.4125,0.84,Loamy Soil,Coffee
26.12492233,63.37479229,147.8035305,6.726528895,63.6,99.52,112.06,1.73,Neutral Soil,Coffee
27.58103975,64.47858698,192.7121236,6.937352845,67.611,146.55164,148.114,2.25,Neutral Soil,Coffee
25.55656667,62.67087838,193.5866233,7.27905689,67.23,97.37,132.5,1.67,Loamy Soil,Coffee
27.58103975,67.96910852,120.5985918,7.079850922,62.15,142.88594,149.0319245,2.35,Neutral Soil,Coffee
26.05968403,52.31098539,161.3432535,6.136286518,62.22,48.17,64.91,0.87,Acidic Soil,Coffee
26.35770906,64.57578034,163.6269496,6.505203696,65.47,69.15,84.09,1.68,Loamy Soil,Coffee
24.91370487,54.15319242,129.5481144,7.042089492,59.71,147.0820435,144.10644,1.31,Loamy Soil,Coffee
27.31317116,68.4233391,192.4288139,6.348337519,67.611,61.5,79.37,0.84,Acidic Soil,Coffee
26.1387869,52.26311691,136.3027766,7.432322234,60.34,66.27,82.04,0.71,Neutral Soil,Coffee
23.1768489,67.06230539,162.5769606,6.787658922,64,124.75,142.09,1.7,Loamy Soil,Coffee
23.52648086,68.44030686,171.8839938,6.743417121,65.38,110.02,129.32,0.81,Loamy Soil,Coffee
25.11711046,68.48030408,194.8773479,7.00733163,67.611,147.0820435,149.02861,0.99,Loamy Soil,Coffee
24.02952505,58.84880599,134.6803969,7.303033217,60.58,88.26,99.26,1.51,Neutral Soil,Coffee
26.70897548,68.48093882,158.8608887,6.861235184,66.43,142.434,140.026,0.88,Neutral Soil,Coffee
26.71717393,51.08826183,126.8073984,7.131435858,59.605,145.27,149.0319245,2.4,Loamy Soil,Coffee
24.59245684,56.46829641,137.7044047,7.288211994,60.62,88.78,103.71,0.6,Neutral Soil,Coffee
27.51006055,51.08826183,143.9955548,6.983732393,61.15,146.54737,143.267,1.77,Neutral Soil,Coffee
27.57847581,58.52534263,156.6810374,6.172090205,64.05,51.21,65.23,1,Acidic Soil,Coffee
26.65069302,57.56695719,145.105065,6.35118177,62.37,56.62,69.82,1.85,Peaty Soil,Coffee
26.97251562,62.0183627,142.8610793,6.908671379,63.28,142.53785,142.787,1.2,Loamy Soil,Coffee
23.1768489,52.97841162,153.1201644,6.766184468,60.44,97.97,127.32,1.8,Neutral Soil,Coffee
23.52652084,65.44340921,186.1728203,6.392791654,65.92,62.33,80.88,0.53,Acidic Soil,Coffee
27.30901814,55.196224,141.4831644,6.348316257,61.85,55.41,68.95,2.12,Acidic Soil,Coffee
27.54823036,62.88179198,181.4170812,6.123796057,67.46,51.53,67.61,2.39,Acidic Soil,Coffee
25.627355,57.04151119,188.5506536,7.428523634,65.31,69.93,98.67,1.9,Loamy Soil,Coffee
23.29250318,51.08826183,183.468585,6.080823839,61.88,48.0205,64.99,1.31,Acidic Soil,Coffee
24.91461008,53.74144743,166.2549307,6.334610249,62.37,54.23,73.31,0.83,Acidic Soil,Coffee
26.77463708,66.4132686,177.7745075,6.78006386,67.56,120.59,147.77,0.69,Neutral Soil,Coffee
27.41711238,56.63636248,127.92461,6.086922359,61.04,48.61,64.8635,1.43,Acidic Soil,Coffee
24.13179691,67.22512329,173.3228386,6.362607851,65.62,61.64,76.26,2.26,Acidic Soil,Coffee
26.2724184,52.12739421,127.1752928,6.758792552,59.68,94.83,110.3,0.54,Loamy Soil,Coffee
23.60301571,60.39647474,140.9370415,6.779832611,61.16,112.3,125.35,2.4,Loamy Soil,Coffee
24.40228894,79.19732001,90.8022356,7.231324765,59.75,132.71,92.34,0.86,Neutral Soil,Cotton
23.09595631,84.56081349,71.29581071,6.925412377,57.76,148.639423,142.313575,2.11,Loamy Soil,Cotton
23.9656349,76.97696717,90.75616738,7.633437412,59.3,66.46,59.1,0.89,Peaty Soil,Cotton
24.88738107,75.62137159,89.76050416,6.827354668,59.39,148.639423,109.32,0.97,Loamy Soil,Cotton
25.36243778,83.63276077,88.43618918,6.176716425,60.42,60.48,54.32,1.24,Acidic Soil,Cotton
24.69457084,81.7358876,78.58494391,6.628722836,58.81,96.04,68.22,0.82,Loamy Soil,Cotton
25.0017188,80.53965818,96.32600992,7.256877571,60.78,124.06,90,2.33,Neutral Soil,Cotton
22.45942937,81.30681027,64.23026638,6.443785385,56.52,73.85,55.4,0.97,Acidic Soil,Cotton
23.60564038,79.29573149,72.49800885,7.723240151,57.54,62.89,53.37,0.83,Peaty Soil,Cotton
24.58453146,79.12404171,71.94608134,6.004935291,57.78,53.099,50.2045,0.96,Acidic Soil,Cotton
23.0865933,83.55546146,71.84080724,7.227745516,57.7,140.06,82.06,1,Neutral Soil,Cotton
23.5000992,83.63488952,79.81328183,6.219469084,58.71,62.15,53.63,0.61,Acidic Soil,Cotton
24.1472953,75.88298598,69.91563467,6.021439523,57.12,53.26,50.2045,2.09,Acidic Soil,Cotton
24.69315538,84.56081349,89.799462,6.253343655,60.45,64.09,56.04,1.61,Acidic Soil,Cotton
24.484692,84.44932014,90.94342484,6.187455799,60.45,61.18,54.92,1.43,Acidic Soil,Cotton
24.49112609,82.24415809,64.02949379,7.057693366,57.17,147.878,141.924,1.04,Neutral Soil,Cotton
23.47986888,81.73049149,86.76287924,6.720449769,59.25,117.71,81.38,1.72,Neutral Soil,Cotton
24.18586246,76.04203958,69.08056728,6.431689506,57.06,70.14,56.21,1.07,Peaty Soil,Cotton
25.00755095,78.17952126,86.06411872,7.453106264,59.35,81.76,65.33,1.18,Neutral Soil,Cotton
25.69120558,77.0543546,89.1188212,7.368258226,59.92,92.77,72.27,1.68,Loamy Soil,Cotton
23.66457347,81.69105088,97.80793457,7.352401887,60.67,99.54,77.6,1.75,Loamy Soil,Cotton
25.66891439,81.38103349,78.59595817,6.652143699,59.12,100.19,70.13,0.84,Neutral Soil,Cotton
22.14399953,84.56081349,86.00758678,6.144631795,58.91,59.68,53.41,2.46,Acidic Soil,Cotton
22.4204752,84.55794703,93.46595573,7.318802162,59.84,109.57,79.09,0.77,Neutral Soil,Cotton
25.03149561,82.21276599,95.0191318,7.947392264,60.7815,55.84,53.27,2.15,Peaty Soil,Cotton
23.53371386,77.21705554,87.54004943,6.207652157,58.84,59.24,54.73,1.62,Acidic Soil,Cotton
22.77076388,82.5993307,81.49543437,6.631005298,58.52,97.15,69.45,2,Neutral Soil,Cotton
25.49848236,79.9751579,67.05961949,7.306918817,57.6,108.17,69.13,2.44,Loamy Soil,Cotton
25.248679,83.4630147,86.55517751,6.004935291,60.13,53.099,50.48,2.22,Acidic Soil,Cotton
22.78249615,77.51235009,64.61444234,7.238566893,56.516,127.47,76.11,1.55,Loamy Soil,Cotton
23.37044424,77.43198948,71.67870701,7.947392264,57.21,53.76,50.2045,1.95,Peaty Soil,Cotton
24.86560781,78.22080815,79.56866268,6.004935291,58.6,53.099,50.43,2.01,Acidic Soil,Cotton
24.14386157,84.51591287,80.36146974,6.785723961,59.11,148.33,90,1.68,Loamy Soil,Cotton
25.03300222,79.04368718,97.10087029,7.393441155,60.67,90.27,72.91,0.74,Neutral Soil,Cotton
23.65724079,84.47601498,88.54479121,6.486068274,59.83,79.31,62.97,2.13,Acidic Soil,Cotton
25.54359718,84.09229796,88.94245493,7.175934962,60.61,148.24113,107.41,1.5,Loamy Soil,Cotton
22.14399953,79.47270984,90.42224164,7.388265888,58.78,91.41,71.05,2.37,Loamy Soil,Cotton
23.64328417,78.1258666,80.96157332,6.10539819,58.31,56.2,52.07,2.01,Acidic Soil,Cotton
23.96436009,78.02763149,84.63148859,6.419536555,58.79,70.33,59.44,0.55,Acidic Soil,Cotton
24.65425757,75.6350708,62.63534949,6.307585854,56.516,62.77,51.91,1.48,Acidic Soil,Cotton
24.3017998,84.56081349,65.0247867,6.93221485,57.45,148.419,142.313575,0.58,Loamy Soil,Cotton
24.29144926,81.02453404,90.41694635,7.810865753,59.89,59.98,54.87,1.52,Peaty Soil,Cotton
24.29470232,84.56081349,81.05902285,6.527541661,59.26,83.73,62.88,1.19,Loamy Soil,Cotton
25.69120558,81.19666206,97.80793457,7.569454601,60.7815,72.78,63.4,1.97,Peaty Soil,Cotton
24.87663664,76.30050373,91.9223468,7.041065585,59.69,148.639423,142.313575,0.55,Loamy Soil,Cotton
22.60612115,77.34264002,75.13617229,7.208795456,57.3,141.13,87.98,2.36,Neutral Soil,Cotton
23.86814008,75.68339729,90.4547185,6.814341946,59.08,148.639423,104.96,2.1,Loamy Soil,Cotton
23.41022496,76.43836957,78.82199603,7.442217061,57.84,81.86,63.77,0.69,Neutral Soil,Cotton
24.96440768,81.31677618,80.03995829,6.854558957,59.03,148.639423,113.38,2.49,Neutral Soil,Cotton
25.16820129,80.30351815,84.62419032,7.884550475,59.5,57.24,52.76,2.14,Peaty Soil,Cotton
22.72767171,77.07598065,77.55176318,6.006085786,57.55,53.26,50.4,2.12,Peaty Soil,Cotton
22.45145981,76.25674874,86.84998693,7.432043735,58.26,82.95,66.8,1.78,Loamy Soil,Cotton
23.04920461,75.61722062,70.65644296,6.498052108,56.83,75.15,58.77,1.01,Acidic Soil,Cotton
25.29250148,75.66653335,62.64174227,6.205263534,56.66,58.56,50.51,2.24,Acidic Soil,Cotton
22.95604064,82.33733678,66.48339303,6.360812227,56.98,68.64,53.87,1.72,Acidic Soil,Cotton
22.80213132,84.14668447,91.6389565,7.046607434,59.77,148.4694,142.2765,0.95,Loamy Soil,Cotton
23.54234715,75.98203329,84.12536744,7.947011366,58.36,54.07,51.84,0.5,Alkaline Soil,Cotton
24.41212325,80.80343786,97.80793457,6.281913858,60.7815,63.76,58.31,2.34,Acidic Soil,Cotton
22.94276687,75.61722062,67.08022574,6.114525877,56.516,55.54,50.2045,2.26,Acidic Soil,Cotton
25.53676123,81.13668716,95.4262599,6.753978061,60.7815,128.94,91.72,0.75,Loamy Soil,Cotton
25.32023717,81.79475917,83.46532547,7.425041316,59.6,87.73,66.18,0.85,Neutral Soil,Cotton
22.426733,81.53480799,65.54475812,6.745104394,56.66,125.96,74.29,2.32,Neutral Soil,Cotton
25.69120558,75.61722062,91.39578861,7.641116569,59.82,65.1,59.01,2.29,Peaty Soil,Cotton
25.68959532,77.90621048,66.19426787,6.470135478,57.36,74.11,56.66,0.69,Acidic Soil,Cotton
22.14593688,82.8597549,62.63534949,7.091992365,56.516,140.329,127.91,1.34,Loamy Soil,Cotton
25.07278712,82.50257909,93.51042684,6.520403794,60.75,81.61,66,2.35,Loamy Soil,Cotton
22.21506982,76.17851932,70.40557612,6.127939628,56.62,56.21,50.76,1.6,Peaty Soil,Cotton
23.9643129,76.59175937,76.13090645,7.947392264,57.76,53.1,50.21,1.29,Peaty Soil,Cotton
25.40059227,76.53237965,62.63534949,7.524707577,56.75,73.76,55.89,1.52,Peaty Soil,Cotton
23.7805123,83.03878838,66.26555904,7.827877818,57.27,60.09,50.67,1.63,Peaty Soil,Cotton
24.16402322,76.7433897,62.63534949,6.436691764,56.516,70.87,54.66,1.63,Acidic Soil,Cotton
25.31468463,77.91757121,72.82902109,6.004935291,57.98,53.099,50.2045,1.31,Acidic Soil,Cotton
22.60361557,80.3509046,88.57395505,6.135025006,58.94,57.87,53.65,1.42,Peaty Soil,Cotton
22.9535715,78.71555832,97.80793457,6.044556594,60.01,54.72,53.92,2.21,Peaty Soil,Cotton
22.74446976,80.41198458,90.07326633,7.59781958,59.15,70.35,60.09,1.59,Peaty Soil,Cotton
23.80834611,83.91902605,70.97358303,6.691268104,57.88,111.55,70.65,1.38,Neutral Soil,Cotton
25.46228792,81.56641891,76.88582484,6.175492306,58.87,59.68,52.43,1.11,Acidic Soil,Cotton
25.69120558,81.97904282,74.14169043,7.272316209,58.77,120.31,76.3,1.31,Neutral Soil,Cotton
25.5308271,80.04662756,97.80793457,6.004935291,60.7815,53.099,51.05,0.88,Acidic Soil,Cotton
24.43847399,81.69801729,62.63534949,6.757457943,56.74,131.05,73.42,2.01,Neutral Soil,Cotton
23.03887865,76.47039772,90.64770699,6.983395573,58.87,142.7156,142.313575,0.84,Neutral Soil,Cotton
23.51308653,76.72621429,80.11272117,7.947392264,58.03,53.56,50.93,0.75,Alkaline Soil,Cotton
22.75805656,76.75768356,97.76600619,6.558902588,59.49,82.2,69.55,2.16,Loamy Soil,Cotton
24.71252544,77.7293114,85.24963302,7.947392264,59.1,53.82,51.61,0.8,Alkaline Soil,Cotton
23.45969093,82.44777468,93.50153555,7.903528673,60.05,57.38,53.8,2.41,Peaty Soil,Cotton
25.5503704,77.85055621,78.58488484,6.73210948,58.68,117.18,79.11,1.12,Neutral Soil,Cotton
22.14399953,82.82904143,67.06459777,6.691690476,56.82,110.6,69,1.38,Neutral Soil,Cotton
24.68854799,78.51206972,69.31153566,7.839849298,57.46,58.05,51,2.38,Peaty Soil,Cotton
25.69120558,84.16855231,77.03421249,6.61448588,59.31,95.5,66.64,2.46,Neutral Soil,Cotton
22.46054478,75.61722062,71.85436078,7.456971816,56.76,79.51,60.97,0.85,Neutral Soil,Cotton
23.65629976,77.52425987,74.8984994,7.2942193,57.63,109.05,73.94,2.02,Neutral Soil,Cotton
22.14399953,81.83896111,92.23645249,7.762647875,59.23,62.19,56.13,0.66,Alkaline Soil,Cotton
24.32630461,80.13456404,69.45072055,6.363406102,57.52,67.76,54.55,0.57,Acidic Soil,Cotton
22.92360984,82.68738535,92.91915074,7.63737841,59.78,68.92,59.44,2.27,Peaty Soil,Cotton
23.43821725,78.63388824,81.15072105,6.200671976,58.31,59.51,53.54,2.5,Acidic Soil,Cotton
22.14399953,78.58320116,74.94136567,6.364729934,57.23,67.11,55.73,0.55,Acidic Soil,Cotton
23.03814028,76.11021529,91.49697481,6.913678684,58.91,148.62124,142.313575,0.9,Neutral Soil,Cotton
24.54795322,75.61722062,63.88079866,7.766259769,56.57,59.52,51.12,1.18,Peaty Soil,Cotton
23.73868041,75.77503808,76.63669195,7.55606399,57.66,70.88,58.38,2.13,Peaty Soil,Cotton
22.31871914,83.86129998,65.35747011,7.288377241,56.8,117.24,70.22,1.18,Loamy Soil,Cotton
32.82652632,60.63131854,87.79470512,6.192064545,59.71,52.51,54.49,0.87,Acidic Soil,Ground Nut
33.84404645,61.36211063,92.65212945,6.331146742,60.69,57.52,58.47,1.31,Acidic Soil,Ground Nut
33.78853283,58.35623919,113.880752,6.032079332,62.47,48.7945,55.69,2.21,Peaty Soil,Ground Nut
31.35582182,68.07569875,69.70653653,6.113725662,57.97,53.04,50.158,1.16,Acidic Soil,Ground Nut
30.76670006,71.98183926,74.7400763,6.301488325,59.2,60.92,54.27,1.24,Acidic Soil,Ground Nut
32.7819781,69.6416044,140.7710832,6.052301511,67.375,52.05,59.81,0.8,Acidic Soil,Ground Nut
32.77342726,57.09209187,70.63006003,6.403562224,57.8965,58.48,55.79,1.65,Acidic Soil,Ground Nut
33.58425158,58.54962939,124.2332626,6.09780337,63.57,49.47,58.36,1.66,Acidic Soil,Ground Nut
31.76211489,60.88875317,86.12779501,6.415602829,59.25,61.26,59.65,1.72,Acidic Soil,Ground Nut
32.90132056,70.37435728,134.0402553,6.050500554,67.24,52.24,58.82,0.87,Acidic Soil,Ground Nut
30.74613799,66.50001224,88.70815107,6.176650569,60.08,54.23,54.37,0.67,Acidic Soil,Ground Nut
31.11185433,62.36169509,118.7825932,6.178774026,62.8,52.78,59.29,0.99,Acidic Soil,Ground Nut
31.21979884,60.01897983,78.88233073,6.241399824,58.21,53.74,53.86,1.85,Peaty Soil,Ground Nut
30.30882059,63.20775389,97.8462281,6.400743787,60.41,61.64,61.77,1.33,Acidic Soil,Ground Nut
33.51211423,74.29506461,87.25674074,6.199573678,62.16,58.05,54.54,1.13,Peaty Soil,Ground Nut
33.84458387,57.28408621,73.85242301,6.403139232,57.97,58.79,56.5,0.91,Acidic Soil,Ground Nut
32.22298619,58.42121662,142.3395293,6.096152375,64.89,49.39,61,1.33,Peaty Soil,Ground Nut
30.74909489,59.86826705,103.6641416,6.068708058,60.6,49.29,54.84,1.74,Peaty Soil,Ground Nut
30.92903852,61.27769267,119.5739407,6.290600064,62.59,55.91,62.47,2.02,Peaty Soil,Ground Nut
33.54358553,59.58964018,123.3663548,6.457211743,63.7,63.6,70.528,0.88,Acidic Soil,Ground Nut
33.30734071,60.11740397,142.9472104,6.070946129,66.35,49.41,61.09,0.65,Acidic Soil,Ground Nut
31.39311394,69.41943401,77.64621614,6.324516442,59.4,60.83,55.33,1.16,Acidic Soil,Ground Nut
31.78145242,65.3594752,142.9472104,6.026895054,66.98,49.85,59.87,1.85,Peaty Soil,Ground Nut
33.04183025,66.08061191,87.37977788,6.268183236,60.6,57.09,55.92,2.48,Acidic Soil,Ground Nut
32.47161304,57.73447206,127.5741458,6.366625916,63.29,57.35,66.86,1.11,Peaty Soil,Ground Nut
30.13830428,62.94512656,78.49219686,6.287772328,58.24,56.51,54.69,2.24,Acidic Soil,Ground Nut
33.84458387,58.03060486,117.6456227,6.456019848,62.84,62,68.84,0.87,Acidic Soil,Ground Nut
30.44017124,59.92268124,110.1438483,6.04893386,61.16,48.9,55.44,0.7,Acidic Soil,Ground Nut
33.79307329,62.71487306,95.82254444,6.457211743,61.28,65.03,63.79,1.6,Acidic Soil,Ground Nut
30.13830428,59.36080725,127.2706021,6.027279821,62.61,48.7945,57.45,1.98,Acidic Soil,Ground Nut
31.10665887,69.03184745,95.50096772,6.399166534,61.39,64.47,61.19,1.1,Acidic Soil,Ground Nut
32.72230974,57.57884942,103.5482877,6.081927222,60.84,48.82,55.04,0.67,Acidic Soil,Ground Nut
31.93586366,70.43716037,85.80046176,6.158089391,60.72,55.1,53.59,1.5,Acidic Soil,Ground Nut
31.13028413,68.98503317,72.17209056,6.037675701,58.61,51.51,50.158,1.81,Acidic Soil,Ground Nut
33.59486982,64.75347681,70.29511043,6.085661738,58.5,51.25,50.25,0.65,Acidic Soil,Ground Nut
32.85002372,69.71444063,136.3398914,6.159835302,67.35,54.89,61.64,0.72,Acidic Soil,Ground Nut
32.15037675,62.52523042,87.52461597,6.401565207,59.77,61.34,59.5,0.98,Acidic Soil,Ground Nut
30.13830428,57.09209187,101.393541,6.379142348,59.61,57.44,61.77,2.06,Peaty Soil,Ground Nut
33.84458387,74.28312331,97.66232861,6.451419448,63.66,65.558,63.74,0.82,Acidic Soil,Ground Nut
30.47542476,68.48811001,142.9472104,6.287107363,67.29,58.82,67.89,1.32,Acidic Soil,Ground Nut
31.89319111,71.45040975,93.34182034,6.026895054,61.82,51.89,52.71,1.44,Peaty Soil,Ground Nut
33.58976713,57.33389829,126.1587212,6.181930218,63.5,51.03,60.56,0.92,Acidic Soil,Ground Nut
30.49359779,58.54588061,71.10312453,6.026895054,57.8965,48.7945,50.158,0.59,Acidic Soil,Ground Nut
33.84458387,74.29506461,142.7452391,6.079176536,67.375,54.37,60.67,1.05,Acidic Soil,Ground Nut
32.98326078,72.18001928,78.75886433,6.159477092,60.42,55.76,52.49,1.86,Peaty Soil,Ground Nut
32.95235196,69.76898641,119.5955807,6.396019726,65.28,64.65,66.4,1.3,Acidic Soil,Ground Nut
32.13955691,62.94517353,82.4178375,6.455535114,59.26,64.68,60.18,1.34,Acidic Soil,Ground Nut
31.13951861,59.66439705,140.8926594,6.119373068,64.54,50.33,61.33,1.43,Acidic Soil,Ground Nut
31.36384449,60.85844087,116.5480445,6.193985368,62.36,52.65,59.28,2.49,Peaty Soil,Ground Nut
33.27039046,74.29506461,69.83661326,6.452217054,59.64,65.558,57,1.87,Peaty Soil,Ground Nut
31.48464585,63.19157008,91.42284219,6.06471872,60.11,50.27,53.03,0.54,Acidic Soil,Ground Nut
30.32868693,70.45250918,85.935582,6.29380456,60.2,59.93,56.23,1.46,Acidic Soil,Ground Nut
30.14072116,61.10498034,106.7865477,6.200750081,60.93,52.94,57.81,2.21,Acidic Soil,Ground Nut
30.35409044,67.90612419,109.8769113,6.27880351,62.58,58.25,60.31,1.92,Peaty Soil,Ground Nut
30.13830428,64.95531579,97.74333417,6.067933105,60.61,50.91,53.98,2.38,Acidic Soil,Ground Nut
32.50671544,65.61189723,103.5516648,6.026895054,62.27,50.07,54.08,0.88,Acidic Soil,Ground Nut
30.37577758,74.29506461,105.0098275,6.074947741,63.29,54.31,55.14,1.35,Acidic Soil,Ground Nut
32.644546,61.92607293,108.7622349,6.027171709,62.21,49.1,54.91,1.24,Acidic Soil,Ground Nut
33.49032589,66.70951694,69.70653653,6.047831631,58.33,51.02,50.158,1.3,Acidic Soil,Ground Nut
33.3074977,68.92926423,128.7770732,6.225888435,66.43,56.71,62.18,0.63,Acidic Soil,Ground Nut
30.80653933,67.44917308,131.9073179,6.457040756,65.23,65.558,70.528,2.21,Acidic Soil,Ground Nut
33.20857014,68.88904755,116.6621186,6.203317279,64.83,55.94,59.52,2.48,Acidic Soil,Ground Nut
32.38564029,65.23119959,91.09923848,6.26502351,60.69,56.63,56.53,2.05,Acidic Soil,Ground Nut
33.01812495,72.24160506,111.2690789,6.457211743,64.74,65.558,67.5,1.34,Acidic Soil,Ground Nut
30.22263729,62.42587205,116.619875,6.321681356,62.22,57.61,62.92,2.32,Peaty Soil,Ground Nut
33.35838838,60.93547145,97.97313591,6.457211743,61.06,64.29,64.5,2.03,Acidic Soil,Ground Nut
32.69482712,67.391972,93.26646905,6.174340814,61.42,54.49,55.06,0.86,Acidic Soil,Ground Nut
30.13830428,62.44339946,129.3792944,6.135784205,63.5,51.68,59.96,1.62,Acidic Soil,Ground Nut
32.69435583,62.51014083,111.518131,6.310985458,62.66,57.22,61.58,1,Acidic Soil,Ground Nut
32.25730296,66.69662314,105.6984707,6.084808178,62.63,51.86,55.4,1.96,Acidic Soil,Ground Nut
31.19439265,57.09209187,81.25674481,6.026895054,57.8965,48.7945,50.95,1.9,Acidic Soil,Ground Nut
33.62465186,73.16053744,69.70653653,6.135540513,59,55.39,50.16,0.7,Acidic Soil,Ground Nut
32.2892277,59.99209925,130.4551329,6.457211743,64.04,63.88,70.528,2.15,Acidic Soil,Ground Nut
31.31073691,65.63683906,128.4178877,6.256017488,64.66,56.47,63.01,2.16,Acidic Soil,Ground Nut
32.90794777,70.57960348,72.14138861,6.194503543,59.31,56.29,51.94,0.5,Acidic Soil,Ground Nut
33.84458387,70.55464259,137.2584875,6.400422587,67.375,65.3,70.52,2.49,Peaty Soil,Ground Nut
32.44221297,61.01380542,70.40253021,6.453645294,57.8965,63.5,57.18,0.92,Acidic Soil,Ground Nut
33.05783291,67.60413473,120.0334337,6.399637755,64.9,63.78,66.66,1.16,Acidic Soil,Ground Nut
33.11867553,57.42312508,136.1704647,6.036762048,64.39,48.7945,58.85,1.93,Peaty Soil,Ground Nut
32.48530015,71.0531122,104.0508745,6.089682888,63.34,53.42,55.24,1.44,Peaty Soil,Ground Nut
31.87314342,62.3478741,139.2140672,6.394947663,65.37,60.91,70.528,0.58,Acidic Soil,Ground Nut
30.89364513,61.99208423,92.27743239,6.050607443,59.82,49.59,52.96,0.9,Acidic Soil,Ground Nut
31.98314121,69.58272044,76.12988501,6.099022114,59.41,53.17,51.27,0.62,Acidic Soil,Ground Nut
31.15162986,63.01803802,136.8211936,6.401886347,64.92,61.61,70.5,1.7,Peaty Soil,Ground Nut
32.13848109,57.10851445,125.0750643,6.125138531,62.75,49.58,59.06,1.76,Peaty Soil,Ground Nut
32.18074129,57.09209187,87.08707124,6.216969309,58.6,51.17,54.83,1.71,Acidic Soil,Ground Nut
33.48973659,57.09209187,91.76258102,6.318366027,59.58,54.71,57.95,0.95,Acidic Soil,Ground Nut
32.14778175,58.31526308,142.9472104,6.214353439,65.05,52.27,64.52,1.07,Acidic Soil,Ground Nut
32.81428175,69.62005329,142.9472104,6.113199042,67.375,53.55,61.81,1.4,Acidic Soil,Ground Nut
