N,P,K,temperature,humidity,ph,rainfall,label
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
101,20,48,24.6774157,82.75411437,6.206247494,57.05709413,watermelon
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,watermelon
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,watermelon
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
82,25,51,24.31334971,87.47409052,6.074209622,48.11248366,watermelon
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,watermelon
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
120,7,47,24.24782473,83.03687902,6.653867608,54.7657624,watermelon
91,12,46,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,watermelon
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
104,23,47,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
81,16,45,26.90435747,86.25426228,6.727468157,59.75980023,watermelon
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon
108,23,51,26.84366082,83.85039964,6.106500787,40.228644,watermelon
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,watermelon
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon
114,21,55,25.4438391,87.9392312,6.472756256,57.51549686,watermelon
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,watermelon
92,20,55,25.10474753,87.5267616,6.587791262,59.26519444,watermelon
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
91,24,55,26.27061608,83.09194521,6.259086583,46.76837499,watermelon
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
89,25,54,24.69368934,85.56967628,6.353107393,48.99390828,watermelon
100,10,53,24.54356968,84.60808277,6.211748957,42.00660251,watermelon
83,22,54,25.89762315,81.96664832,6.277245254,54.49960057,watermelon
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
97,12,47,25.28784623,89.63667876,6.765094964,58.28697664,watermelon
110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,watermelon
96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,watermelon
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
114,27,48,27.82054812,93.03555162,6.528404378,26.32405487,muskmelon
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon
117,24,53,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon
114,30,51,29.24908541,90.06998135,6.069171847,25.93496537,muskmelon
113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon
108,26,52,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon
84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon
109,26,45,28.27973674,90.38971208,6.224535449,21.58992507,muskmelon
95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon
119,5,55,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon
110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon
87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon
85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon
107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon
102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
85,21,52,29.62800691,90.10051615,6.075144116,23.69586761,muskmelon
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon
102,24,54,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon
100,17,48,29.72791119,94.29753295,6.367800632,26.52364146,muskmelon
110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon
104,25,51,28.96361426,93.88482153,6.469983276,23.56130173,muskmelon
107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon
98,26,52,27.33897716,90.69759008,6.150090899,28.69113835,muskmelon
88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon
87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon
120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
108,22,47,28.53545677,91.72742702,6.161123579,25.1290048,muskmelon
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon
110,22,47,29.03157242,91.82172592,6.243673725,24.93861254,muskmelon
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon
106,10,49,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
106,20,51,29.73019662,90.97015715,6.342573112,20.49035619,muskmelon
83,11,53,29.54097171,92.91778307,6.163921248,21.9653077,muskmelon
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon
98,26,49,27.29035669,90.53330091,6.130160473,23.49535234,muskmelon
113,20,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon
101,17,47,29.49401389,94.72981338,6.185053234,26.30820876,muskmelon
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon
95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon
100,14,49,29.48882958,91.07574233,6.365956658,26.01909355,muskmelon
89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,muskmelon
95,16,46,27.0767265,90.14362622,6.74669542,24.4514648,muskmelon
95,7,45,27.30008597,90.80015308,6.031665834,25.09484511,muskmelon
87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon
93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,muskmelon
84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon
111,5,47,28.03306461,91.47355778,6.274452811,21.17924769,muskmelon
111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon
111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,muskmelon
89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,muskmelon
110,15,48,28.57819995,92.86597437,6.212567211,27.5987178,muskmelon
95,30,52,29.48069921,90.33698678,6.640470863,26.0365768,muskmelon
115,12,52,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
120,25,50,28.05457761,94.81637388,6.327210469,21.84869328,muskmelon
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon
94,5,55,28.5854649,91.89216849,6.085682344,26.88372572,muskmelon
84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,muskmelon
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
80,18,52,27.87317436,91.14849627,6.484799661,24.05207925,muskmelon
86,18,45,28.96586565,90.71832938,6.566759102,22.25838137,muskmelon
113,28,48,28.87726019,92.48839665,6.170520518,24.44267592,muskmelon
115,18,53,29.17052093,94.19790371,6.012480351,22.06994464,muskmelon
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon
117,25,54,28.68275966,92.50969311,6.150686364,29.11187663,muskmelon
83,15,49,28.92705913,91.39356832,6.438008153,23.20076686,muskmelon
120,16,51,27.99901833,91.64193051,6.547041903,23.28618248,muskmelon
111,5,50,27.59350075,91.79742953,6.399891457,24.84266123,muskmelon
85,21,47,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon
90,23,54,28.55852465,90.45773041,6.159020864,27.26588346,muskmelon
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon
102,11,47,27.98780984,92.78226196,6.504906979,27.14509034,muskmelon
80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon
87,21,52,27.3506296,94.2911951,6.067665498,27.21244021,muskmelon
114,8,52,29.34081108,94.5513539,6.419083092,28.22908103,muskmelon
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon
96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,muskmelon
82,26,47,28.50416396,93.46806467,6.565312653,24.20007242,muskmelon
106,21,52,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon
90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon
106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,orange
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,orange
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,orange
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,orange
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,orange
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,orange
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
21,17,15,23.98289638,91.5473145,7.455991072,118.4901697,orange
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,orange
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange
9,11,8,24.85903405,94.39000473,6.559236744,111.7803734,orange
31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange
22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,orange
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,orange
0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange
11,14,5,11.50322938,94.8933184,6.946354724,115.5683776,orange
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,orange
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,orange
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange
8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,orange
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,orange
6,8,11,24.35590861,92.39651663,6.600948788,119.6946577,orange
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,orange
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,orange
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange
15,9,11,11.54785707,94.14861001,7.907956251,108.8289171,orange
29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,orange
33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange
4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,orange
17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,orange
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,orange
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,orange
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,orange
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,orange
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,orange
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange
19,7,9,27.255435,91.71369387,6.969883483,101.139435,orange
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,orange
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,orange
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,orange
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,papaya
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,papaya
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,papaya
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,papaya
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,papaya
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,papaya
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,papaya
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,papaya
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,papaya
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,papaya
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,papaya
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,papaya
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,papaya
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,papaya
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,papaya
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,papaya
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,papaya
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,papaya
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,papaya
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,papaya
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,papaya
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,papaya
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,papaya
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,papaya
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,papaya
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,papaya
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,papaya
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,coconut
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,coconut
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,coconut
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,coconut
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,coconut
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,coconut
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,coconut
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,coconut
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,coconut
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,coconut
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,coconut
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,coconut
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,coconut
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,coconut
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,coconut
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,coconut
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,coconut
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,coconut
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,coconut
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,coconut
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,coconut
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,coconut
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,coconut
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,coconut
